Filière,Produit,Production_Tonnes,year
maraîchage,Asperge,286.0,2017
maraîchage,Aubergine,52966.0,2017
maraîchage,Betterave Potager,17313.0,2017
maraîchage,Choux Fleur,52265.0,2017
maraîchage,Choux Pomme,51145.0,2017
maraîchage,Concombre,48735.0,2017
maraîchage,Courge Courgette,179518.5,2017
maraîchage,Fraisier,161793.4,2017
maraîchage,Framboise,24579.6469999999,2017
maraîchage,Fève Verte,105760.0,2017
maraîchage,Haricot Vert,169067.0,2017
maraîchage,Menthe,91658.0,2017
maraîchage,Myrtille,17241.54,2017
maraîchage,Mûrier,128.0,2017
maraîchage,Navet,121171.0,2017
maraîchage,Niora,28880.0,2017
maraîchage,Oignon Vert,69204.0,2017
maraîchage,Patate Douce,14239.0,2017
maraîchage,Petit Pois Vert,81249.0,2017
maraîchage,Piment Poivron,191096.0,2017
oléagineuses,Arachide,35733.0,2017
oléagineuses,Sésame,1000.0,2017
oléagineuses,Tournesol,23792.32,2017
palmiers-dattiers,Palmier Dattier,129561.675565161,2017
rosacées,Abricotier,112538.2,2017
rosacées,Autres Plantations Fruitières,38796.0,2017
rosacées,Avocatier,41695.34,2017
rosacées,Caroubier,58623.0,2017
rosacées,Cerisier,13405.7,2017
rosacées,Cognassier,45745.7,2017
rosacées,Figuier,137933.81875,2017
rosacées,Grenadier,140671.1,2017
rosacées,Noyer,12637.1,2017
rosacées,Néflier,5806.7,2017
rosacées,Pacanier,283.5,2017
rosacées,Pistachier,103.0,2017
rosacées,Poirier,34024.8,2017
rosacées,Prunier,179386.908848337,2017
rosacées,Pêcher Nectarine,138559.75,2017
vignes,Raisin De Cuve,91793.763,2017
agrumes,Autres Agrumes,6290.0,2018
agrumes,Citron,39686.8083235546,2018
agrumes,Orange Autres,27878.0774447694,2018
agrumes,Orange Navel Lane Late,23801.0,2018
agrumes,Orange Navel Late,10459.8006256394,2018
agrumes,Orange Navelina,1668.0,2018
agrumes,Orange Salustiana,21093.0,2018
agrumes,Orange Washignton Sanguine,77341.4999999999,2018
agrumes,Pamplemousse,1485.0,2018
agrumes,Petit Fruit Autres,91070.46,2018
agrumes,Petit Fruit Fortune,897.0,2018
agrumes,Petit Fruit Nour,154214.05,2018
agrumes,Petit Fruit Nova,24116.0,2018
agrumes,Petit Fruit Nules,156347.430751711,2018
agrumes,Petit Fruit Ortanique,16690.8,2018
amandiers,Amandier,117270.039,2018
céréales,Avoine,21424.0,2018
céréales,Mais,118392.0,2018
céréales,Riz,63037.1,2018
céréales,Sorgho,3316.9,2018
fourragères,Autres Cultures Fourragères,73285.0,2018
fourragères,Féverole,27669.0,2018
fourragères,Lupin,44170.0,2018
fourragères,Mélange Fourrager,104728.0,2018
fourragères,Pois Fourrager,13016.0,2018
fourragères,Sorgho Fourrager,9610.0,2018
fourragères,Triticale,15276.0,2018
industrielles,Autres Cultures Industrielles,813.03,2018
industrielles,Coriandre Récoltée,5053.0,2018
industrielles,Câprier,35950.0,2018
industrielles,Henné,5237.0,2018
industrielles,Rosier,3635.1,2018
industrielles,Safran,6.4445,2018
légumineuses,Autres Légumineuses,26628.0,2018
légumineuses,Fève,148744.56146,2018
légumineuses,Lentille,31738.83566,2018
légumineuses,Orobe,2832.5,2018
légumineuses,Petit Pois,35469.9361,2018
légumineuses,Pois Chiche,36312.15,2018
maraîchage,Ail,13611.0,2018
maraîchage,Artichaut,44591.0,2018
maraîchage,Asperge,0.0,2018
maraîchage,Aubergine,52754.0,2018
maraîchage,Betterave Potager,18858.0,2018
maraîchage,Choux Fleur,59055.7,2018
maraîchage,Choux Pomme,51054.0,2018
maraîchage,Concombre,47787.0,2018
maraîchage,Courge Courgette,180462.94,2018
maraîchage,Fraisier,143440.0,2018
maraîchage,Framboise,22460.0,2018
maraîchage,Fève Verte,142003.7,2018
maraîchage,Haricot Vert,156016.5,2018
maraîchage,Menthe,98704.0,2018
maraîchage,Myrtille,25314.0,2018
maraîchage,Mûrier,542.0,2018
maraîchage,Navet,144949.0,2018
maraîchage,Niora,948.0,2018
maraîchage,Oignon Vert,101185.0,2018
maraîchage,Patate Douce,18120.0,2018
maraîchage,Petit Pois Vert,123219.15,2018
oléagineuses,Arachide,32152.0,2018
oléagineuses,Sésame,798.0,2018
oléagineuses,Tournesol,37602.15,2018
palmiers-dattiers,Palmier Dattier,111701.0,2018
rosacées,Abricotier,101612.4,2018
rosacées,Autres Plantations Fruitières,31851.5,2018
rosacées,Avocatier,51170.0,2018
rosacées,Caroubier,64130.0,2018
rosacées,Cerisier,13664.5,2018
rosacées,Cognassier,59443.88,2018
rosacées,Figuier,128380.05,2018
rosacées,Grenadier,113479.3,2018
rosacées,Noyer,12467.1,2018
rosacées,Néflier,5353.9,2018
rosacées,Pacanier,261.0,2018
rosacées,Pistachier,66.0,2018
rosacées,Poirier,35201.5,2018
rosacées,Prunier,205222.407402181,2018
rosacées,Pêcher Nectarine,157893.0,2018
vignes,Raisin De Cuve,104501.25,2018
agrumes,Autres Agrumes,14847.3333333333,2019
agrumes,Citron,44919.04,2019
agrumes,Orange Autres,33481.1,2019
agrumes,Orange Navel Lane Late,35891.1866666666,2019
agrumes,Orange Navel Late,14862.0,2019
agrumes,Orange Navelina,2289.0,2019
agrumes,Orange Salustiana,27931.77,2019
agrumes,Orange Washignton Sanguine,93762.5933333333,2019
agrumes,Pamplemousse,2265.0,2019
agrumes,Petit Fruit Autres,112874.186666667,2019
agrumes,Petit Fruit Fortune,1925.63999999999,2019
agrumes,Petit Fruit Nador Cott,121277.7,2019
agrumes,Petit Fruit Nour,191225.703333333,2019
agrumes,Petit Fruit Nova,28682.51,2019
agrumes,Petit Fruit Nules,200321.613333333,2019
agrumes,Petit Fruit Ortanique,18959.79,2019
amandiers,Amandier,102185.44,2019
céréales,Autres Céréales,183.0,2019
céréales,Avoine,8488.1,2019
céréales,Mais,40490.8,2019
céréales,Riz,64598.1,2019
céréales,Sorgho,3412.85,2019
fourragères,Autres Cultures Fourragères,110680.0,2019
fourragères,Féverole,44893.0,2019
fourragères,Lupin,63242.0,2019
fourragères,Mélange Fourrager,119797.5,2019
fourragères,Pois Fourrager,38235.0,2019
fourragères,Sorgho Fourrager,6320.0,2019
fourragères,Triticale,10070.0,2019
fourragères,Vesce Avoine,115643.0,2019
industrielles,Autres Cultures Industrielles,701.2,2019
industrielles,Cannabis,69500.0,2019
industrielles,Coriandre Récoltée,5219.0,2019
industrielles,Cornichon,460.0,2019
industrielles,Câprier,32000.0,2019
industrielles,Henné,4561.0,2019
industrielles,Piment De Cayenne,13.0,2019
industrielles,Rosier,1031.0,2019
industrielles,Safran,6.203,2019
légumineuses,Autres Légumineuses,18307.5,2019
légumineuses,Fève,72738.9,2019
légumineuses,Lentille,37094.71,2019
légumineuses,Orobe,2700.0,2019
légumineuses,Petit Pois,18101.1,2019
légumineuses,Pois Chiche,75413.4,2019
maraîchage,Ail,10318.5,2019
maraîchage,Artichaut,44774.0,2019
maraîchage,Asperge,310.0,2019
maraîchage,Aubergine,68266.0,2019
maraîchage,Autres Cultures Maraichères,59559.0,2019
maraîchage,Betterave Potager,21156.0,2019
maraîchage,Choux Fleur,50762.0,2019
maraîchage,Choux Pomme,36998.0,2019
maraîchage,Concombre,57448.0,2019
maraîchage,Courge Courgette,198913.7,2019
maraîchage,Fraisier,167827.0,2019
maraîchage,Framboise,24628.0,2019
maraîchage,Fève Verte,85940.5,2019
maraîchage,Haricot Vert,119926.6,2019
maraîchage,Menthe,66582.5,2019
maraîchage,Myrtille,28946.0,2019
maraîchage,Mûrier,544.0,2019
maraîchage,Navet,158578.0,2019
maraîchage,Niora,50137.0,2019
maraîchage,Oignon Vert,71315.0,2019
maraîchage,Patate Douce,9366.0,2019
maraîchage,Petit Pois Vert,107058.8,2019
oléagineuses,Arachide,39670.4,2019
oléagineuses,Colza,9093.45,2019
oléagineuses,Sésame,798.0,2019
oléagineuses,Tournesol,29455.9,2019
palmiers-dattiers,Palmier Dattier,101536.95,2019
rosacées,Abricotier,109795.2,2019
rosacées,Autres Plantations Fruitières,28316.0,2019
rosacées,Avocatier,54576.0,2019
rosacées,Caroubier,63570.0,2019
rosacées,Cerisier,20348.7,2019
rosacées,Cognassier,39600.7,2019
rosacées,Figuier,153471.57,2019
rosacées,Grenadier,116945.53,2019
rosacées,Noyer,9880.2,2019
rosacées,Néflier,5704.4,2019
rosacées,Pacanier,261.0,2019
rosacées,Pistachier,67.0,2019
rosacées,Poirier,34020.4,2019
rosacées,Prunier,151487.5,2019
rosacées,Pêcher Nectarine,158826.8,2019
vignes,Raisin De Cuve,103887.0,2019
agrumes,Autres Agrumes,7134.0,2020
agrumes,Citron,34599.9173493976,2020
agrumes,Orange Autres,29342.38,2020
agrumes,Orange Navel Lane Late,21908.6,2020
agrumes,Orange Navel Late,10368.18,2020
agrumes,Orange Navelina,3770.0,2020
agrumes,Orange Salustiana,13694.6,2020
agrumes,Orange Washignton Sanguine,62058.66,2020
agrumes,Pamplemousse,1719.6,2020
agrumes,Petit Fruit Autres,81886.0,2020
agrumes,Petit Fruit Fortune,560.0,2020
agrumes,Petit Fruit Nour,87487.7,2020
agrumes,Petit Fruit Nova,17977.54,2020
agrumes,Petit Fruit Nules,97717.58,2020
agrumes,Petit Fruit Ortanique,11951.47,2020
amandiers,Amandier,134435.76,2020
céréales,Autres Céréales,32.1,2020
céréales,Avoine,5551.4,2020
céréales,Mais,29887.8,2020
céréales,Riz,4675.0,2020
céréales,Sorgho,4162.0,2020
fourragères,Autres Cultures Fourragères,38123.0,2020
fourragères,Féverole,36771.3,2020
fourragères,Lupin,53859.0,2020
fourragères,Mélange Fourrager,88402.0,2020
fourragères,Pois Fourrager,61380.0,2020
fourragères,Sorgho Fourrager,7242.0,2020
fourragères,Triticale,12726.0,2020
fourragères,Vesce Avoine,28415.0,2020
industrielles,Autres Cultures Industrielles,965.0,2020
industrielles,Cannabis,13840.0,2020
industrielles,Coriandre Récoltée,4495.0,2020
industrielles,Cornichon,0.0,2020
industrielles,Câprier,25700.0,2020
industrielles,Henné,3608.0,2020
industrielles,Piment De Cayenne,0.0,2020
industrielles,Rosier,361.2,2020
industrielles,Safran,5.937,2020
légumineuses,Autres Légumineuses,26931.1,2020
légumineuses,Fève,48973.0866666667,2020
légumineuses,Lentille,9043.84,2020
légumineuses,Orobe,798.0,2020
légumineuses,Petit Pois,14077.0,2020
légumineuses,Pois Chiche,49714.17,2020
maraîchage,Ail,11953.3,2020
maraîchage,Artichaut,45012.0,2020
maraîchage,Asperge,20.0,2020
maraîchage,Aubergine,60912.6,2020
maraîchage,Autres Cultures Maraichères,174477.4,2020
maraîchage,Betterave Potager,22680.8,2020
maraîchage,Choux Fleur,57542.8,2020
maraîchage,Choux Pomme,63598.0,2020
maraîchage,Concombre,46415.6,2020
maraîchage,Courge Courgette,154013.3,2020
maraîchage,Fraisier,166955.0,2020
maraîchage,Framboise,34135.0,2020
maraîchage,Fève Verte,99273.7,2020
maraîchage,Haricot Vert,109432.5,2020
maraîchage,Menthe,40402.5,2020
maraîchage,Myrtille,30293.0,2020
maraîchage,Mûrier,500.0,2020
maraîchage,Navet,170081.9,2020
maraîchage,Niora,32244.5,2020
maraîchage,Oignon Vert,101999.0,2020
maraîchage,Patate Douce,7430.0,2020
maraîchage,Petit Pois Vert,96859.5,2020
maraîchage,Piment Poivron,143883.8,2020
oléagineuses,Arachide,36725.0,2020
oléagineuses,Colza,9090.0,2020
oléagineuses,Sésame,662.8,2020
oléagineuses,Tournesol,22397.26,2020
palmiers-dattiers,Palmier Dattier,143159.8,2020
rosacées,Abricotier,93007.9,2020
rosacées,Autres Plantations Fruitières,20833.0,2020
rosacées,Avocatier,69940.0,2020
rosacées,Caroubier,55387.0,2020
rosacées,Cerisier,10767.2,2020
rosacées,Cognassier,57700.0,2020
rosacées,Figuier,144246.05,2020
rosacées,Grenadier,146821.5,2020
rosacées,Noyer,11996.2,2020
rosacées,Néflier,7804.5,2020
rosacées,Pacanier,260.0,2020
rosacées,Pistachier,77.0,2020
rosacées,Poirier,33082.2,2020
rosacées,Prunier,143456.66,2020
rosacées,Pêcher Nectarine,159530.8,2020
vignes,Raisin De Cuve,120576.0,2020
agrumes,Autres Agrumes,2431.0,2021
agrumes,Citron,1716.5416666666667,2021
agrumes,Orange Autres,2664.076923076923,2021
agrumes,Orange Maroc Late,21281.041666666668,2021
agrumes,Orange Navel,13475.0,2021
agrumes,Orange Navel Lane Late,2117.5454545454545,2021
agrumes,Orange Navel Late,2927.1428571428573,2021
agrumes,Orange Navelina,1506.0,2021
agrumes,Orange Salustiana,2177.25,2021
agrumes,Orange Washignton Sanguine,5465.64705882353,2021
agrumes,Pamplemousse,395.6666666666667,2021
agrumes,Petit Fruit Autres,7448.111111111111,2021
agrumes,Petit Fruit Clémentine,23374.777777777777,2021
agrumes,Petit Fruit Fortune,998.0,2021
agrumes,Petit Fruit Nador Cott,21500.545454545456,2021
agrumes,Petit Fruit Nour,6797.777777777777,2021
agrumes,Petit Fruit Nova,1952.1538461538462,2021
agrumes,Petit Fruit Nules,3904.809523809524,2021
agrumes,Petit Fruit Ortanique,1066.0,2021
amandiers,Amandier,1822.5375268817313,2021
céréales,Avoine,580.9090909090909,2021
céréales,Blé Dur,20692.89916666666,2021
céréales,Blé Tendre,41481.147540983584,2021
céréales,Mais,2210.7863636363636,2021
céréales,Orge,23169.544999999987,2021
céréales,Riz,25450.35,2021
céréales,Sorgho,2751.8888888888887,2021
fourragères,Autres Cultures Fourragères,2194.9,2021
fourragères,Avoine Vert,12908.0,2021
fourragères,Bersim,64519.57692307692,2021
fourragères,Féverole,3353.76,2021
fourragères,Lupin,10095.0,2021
fourragères,Luzerne,118947.8359375,2021
fourragères,Mais Fourrager,46952.62244897959,2021
fourragères,Mélange Fourrager,9200.78947368421,2021
fourragères,Orge Fourrager,15270.394366197183,2021
fourragères,Pois Fourrager,11198.714285714286,2021
fourragères,Sorgho Fourrager,787.3333333333334,2021
fourragères,Triticale,2591.3333333333335,2021
fourragères,Vesce Avoine,4321.538461538462,2021
industrielles,Autres Cultures Industrielles,548.5,2021
industrielles,Cannabis,3700.0,2021
industrielles,Coriandre Récoltée,1116.6666666666667,2021
industrielles,Cornichon,286.0,2021
industrielles,Câprier,6462.5,2021
industrielles,Henné,1516.0,2021
industrielles,Piment De Cayenne,17.5,2021
industrielles,Rosier,1901.6,2021
industrielles,Safran,1.0071428571428571,2021
légumineuses,Autres Légumineuses,799.8288,2021
légumineuses,Fève,1704.0049350649351,2021
légumineuses,Lentille,1040.07375,2021
légumineuses,Orobe,161.73333333333332,2021
légumineuses,Petit Pois,546.625238095238,2021
légumineuses,Pois Chiche,2072.772571428571,2021
maraîchage,Ail,461.6666666666667,2021
maraîchage,Artichaut,2702.866666666667,2021
maraîchage,Asperge,10.0,2021
maraîchage,Aubergine,1929.6190476190477,2021
maraîchage,Autres Cultures Maraichères,2584.9485714285715,2021
maraîchage,Betterave Potager,978.7222222222222,2021
maraîchage,Carotte,5871.318181818182,2021
maraîchage,Choux Fleur,1941.3833333333334,2021
maraîchage,Choux Pomme,3955.7608695652175,2021
maraîchage,Concombre,2137.535714285714,2021
maraîchage,Courge Courgette,4571.902777777777,2021
maraîchage,Fraisier,28215.0,2021
maraîchage,Framboise,7383.0,2021
maraîchage,Fève Verte,1418.3921568627452,2021
maraîchage,Haricot Vert,3446.4864864864867,2021
maraîchage,Melon,8861.655737704918,2021
maraîchage,Menthe,1070.8864285714285,2021
maraîchage,Myrtille,6251.0,2021
maraîchage,Mûrier,52.0,2021
maraîchage,Navet,2710.6285714285714,2021
maraîchage,Niora,7166.75,2021
maraîchage,Oignon,12046.915492957747,2021
maraîchage,Oignon Vert,6086.339285714285,2021
maraîchage,Pastèque,16818.428571428572,2021
maraîchage,Patate Douce,1852.0,2021
maraîchage,Petit Pois Vert,2298.19375,2021
maraîchage,Piment Poivron,5197.573170731707,2021
maraîchage,Pomme De Terre,19091.31395348837,2021
maraîchage,Tomate,21493.460655737705,2021
oliviers,Olivier,12022.985185185185,2021
oléagineuses,Arachide,6131.466666666667,2021
oléagineuses,Colza,415.4428571428571,2021
oléagineuses,Sésame,158.425,2021
oléagineuses,Tournesol,1892.430769230769,2021
palmiers-dattiers,Palmier Dattier,12525.095000000001,2021
rosacées,Abricotier,1634.3677083333332,2021
rosacées,Autres Plantations Fruitières,1214.0,2021
rosacées,Avocatier,7488.090909090909,2021
rosacées,Bananier,37348.666666666664,2021
rosacées,Caroubier,4226.807692307692,2021
rosacées,Cerisier,1254.940909090909,2021
rosacées,Cognassier,1214.2555555555555,2021
rosacées,Figuier,1848.1156410256408,2021
rosacées,Grenadier,2025.7072,2021
rosacées,Noyer,1002.6080000000001,2021
rosacées,Néflier,705.5363636363636,2021
rosacées,Pacanier,130.75,2021
rosacées,Pistachier,18.666666666666668,2021
rosacées,Poirier,1036.134,2021
rosacées,Pommier,16787.490188679243,2021
rosacées,Prunier,1901.7231382978723,2021
rosacées,Pêcher Nectarine,3448.4532653061224,2021
sucrières,Betterave À Sucre,160874.4375,2021
sucrières,Canne À Sucre,153313.5,2021
vignes,Raisin De Cuve,5133.136363636364,2021
vignes,Raisin De Table,6269.803448275861,2021
agrumes,Autres Agrumes,2309.442857142857,2022
agrumes,Citron,2128.5565217391304,2022
agrumes,Orange Autres,3101.714285714286,2022
agrumes,Orange Maroc Late,24246.408695652175,2022
agrumes,Orange Navel,18961.328,2022
agrumes,Orange Navel Lane Late,2039.2727272727273,2022
agrumes,Orange Navel Late,2786.8571428571427,2022
agrumes,Orange Navelina,3000.0,2022
agrumes,Orange Salustiana,2506.8088888888888,2022
agrumes,Orange Washignton Sanguine,7045.5,2022
agrumes,Pamplemousse,354.5,2022
agrumes,Petit Fruit Autres,7657.038888888888,2022
agrumes,Petit Fruit Clémentine,25890.273076923077,2022
agrumes,Petit Fruit Fortune,1260.0,2022
agrumes,Petit Fruit Nador Cott,23555.958333333332,2022
agrumes,Petit Fruit Nour,7671.735294117647,2022
agrumes,Petit Fruit Nova,2160.3076923076924,2022
agrumes,Petit Fruit Nules,4598.176842105263,2022
agrumes,Petit Fruit Ortanique,1442.2214285714285,2022
amandiers,Amandier,2043.7577906976746,2022
céréales,Autres Céréales,10936.666666666666,2022
céréales,Avoine,748.0,2022
céréales,Blé Dur,9041.666124803358,2022
céréales,Blé Tendre,20364.54001284279,2022
céréales,Mais,1626.5090909090907,2022
céréales,Orge,8192.703438114384,2022
céréales,Riz,16370.0,2022
céréales,Sorgho,1067.4,2022
fourragères,Autres Cultures Fourragères,7550.333333333333,2022
fourragères,Avoine Vert,9726.675675675675,2022
fourragères,Bersim,57968.311111111114,2022
fourragères,Féverole,4538.0428571428565,2022
fourragères,Lupin,11650.0,2022
fourragères,Luzerne,67172.0,2022
fourragères,Mais Fourrager,52498.333333333336,2022
fourragères,Mélange Fourrager,5008.823529411765,2022
fourragères,Orge Fourrager,17354.508,2022
fourragères,Pois Fourrager,2055.0,2022
fourragères,Sorgho Fourrager,2424.3333333333335,2022
fourragères,Triticale,2935.25,2022
fourragères,Vesce Avoine,2412.5,2022
industrielles,Cannabis,3396.6666666666665,2022
industrielles,Coriandre Récoltée,743.3333333333334,2022
industrielles,Câprier,2638.25,2022
industrielles,Henné,1365.0,2022
industrielles,Piment De Cayenne,750.0,2022
industrielles,Rosier,1150.5,2022
industrielles,Safran,1026.6425,2022
légumineuses,Autres Légumineuses,799.8466666666667,2022
légumineuses,Fève,702.8783018867925,2022
légumineuses,Lentille,293.4891176470588,2022
légumineuses,Orobe,21.150000000000002,2022
légumineuses,Petit Pois,235.04651162790697,2022
légumineuses,Pois Chiche,937.9984848484848,2022
maraîchage,Ail,1059.01,2022
maraîchage,Artichaut,8102.5,2022
maraîchage,Aubergine,1605.2105263157894,2022
maraîchage,Autres Cultures Maraichères,3468.836333333333,2022
maraîchage,Betterave Potager,1931.047619047619,2022
maraîchage,Carotte,6429.661904761905,2022
maraîchage,Choux Fleur,2477.076923076923,2022
maraîchage,Choux Pomme,3617.9565217391305,2022
maraîchage,Concombre,2037.258064516129,2022
maraîchage,Courge Courgette,4171.171428571429,2022
maraîchage,Fraisier,33074.13793103448,2022
maraîchage,Framboise,6073.333333333333,2022
maraîchage,Fève Verte,1407.3039999999999,2022
maraîchage,Haricot Vert,5119.025641025641,2022
maraîchage,Melon,9410.137254901962,2022
maraîchage,Menthe,1532.0714285714287,2022
maraîchage,Myrtille,5322.5,2022
maraîchage,Mûrier,215.0,2022
maraîchage,Navet,2496.5298245614035,2022
maraîchage,Niora,11372.666666666666,2022
maraîchage,Oignon,17072.1,2022
maraîchage,Oignon Vert,4087.5617647058825,2022
maraîchage,Pastèque,15073.7625,2022
maraîchage,Patate Douce,1951.6666666666667,2022
maraîchage,Petit Pois Vert,1794.2224489795917,2022
maraîchage,Piment Poivron,7015.615384615385,2022
maraîchage,Pomme De Terre,22671.310256410256,2022
maraîchage,Tomate,23940.379310344826,2022
oliviers,Olivier,13298.046879054053,2022
oléagineuses,Arachide,9252.0,2022
oléagineuses,Sésame,280.0,2022
oléagineuses,Tournesol,3381.3888888888887,2022
palmiers-dattiers,Palmier Dattier,6542.560476190477,2022
rosacées,Abricotier,1619.0595238095239,2022
rosacées,Autres Plantations Fruitières,401.225,2022
rosacées,Avocatier,7593.846153846154,2022
rosacées,Bananier,41817.125,2022
rosacées,Caroubier,3478.0285714285715,2022
rosacées,Cerisier,1326.265,2022
rosacées,Cognassier,1408.013888888889,2022
rosacées,Figuier,1588.6927536231885,2022
rosacées,Grenadier,2370.6521875,2022
rosacées,Noyer,578.9227272727272,2022
rosacées,Néflier,709.9375,2022
rosacées,Pacanier,97.55,2022
rosacées,Pistachier,26.0,2022
rosacées,Poirier,1205.1194736842078,2022
rosacées,Pommier,21971.905714285716,2022
rosacées,Prunier,3974.787333333333,2022
rosacées,Pêcher Nectarine,5388.473260869565,2022
sucrières,Betterave À Sucre,118627.471875,2022
sucrières,Canne À Sucre,142973.5875,2022
vignes,Raisin De Cuve,3855.52,2022
vignes,Raisin De Table,4599.392105263158,2022
